Book Name,Author,Rating,Number_of_Reviews,Price,Description,Listening Time,Ranks and Genre,Time,combined_text,cluster,dbscan_cluster,agglo_cluster
The Unusual Billionaires,Saurabh Mukherjea,4.4,288.0,1005.0,What makes a company truly outstanding?,9 hours and 12 minutes,",#20 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Literary Essays,#2 in Biographies of Business Leaders,#8 in Essays (Books)",552.0,"The Unusual Billionaires Saurabh Mukherjea What makes a company truly outstanding? ,#20 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Literary Essays,#2 in Biographies of Business Leaders,#8 in Essays (Books)",6,-1,0
Chanakya Neeti,Acharya Chanakya,4.4,92.0,668.0,"Chanakya was an Indian teacher, philosopher, and royal advisor. He managed the first Maurya emperor Chandragupta’s rise to power at a young age. He is widely credited for having played an important role in the establishment of the Maurya Empire, which was the first empire in archaeologically recorded history to rule most of the Indian subcontinent.",5 hours and 2 minutes,",#28 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Biographies & Memoirs (Audible Audiobooks & Originals),#33 in Biographies & Autobiographies (Books)",302.0,"Chanakya Neeti Acharya Chanakya Chanakya was an Indian teacher, philosopher, and royal advisor. He managed the first Maurya emperor Chandragupta’s rise to power at a young age. He is widely credited for having played an important role in the establishment of the Maurya Empire, which was the first empire in archaeologically recorded history to rule most of the Indian subcontinent. ,#28 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Biographies & Memoirs (Audible Audiobooks & Originals),#33 in Biographies & Autobiographies (Books)",6,-1,0
The Rudest Book Ever: Insanely Practical Ideas to Free Your Mind from All Bulls--t,Shwetabh Gangwar,4.5,2079.0,501.0,"Shwetabh Gangwar is a professional problem-solver - and he’s ace at it. For the past five years, people from all over the world have contacted him with their troubles, and he’s worked these out for them.",4 hours and 51 minutes,",#44 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Self-Esteem,#15 in Personal Success,#158 in Personal Development & Self-Help",291.0,"The Rudest Book Ever: Insanely Practical Ideas to Free Your Mind from All Bulls--t Shwetabh Gangwar Shwetabh Gangwar is a professional problem-solver - and he’s ace at it. For the past five years, people from all over the world have contacted him with their troubles, and he’s worked these out for them. ,#44 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Self-Esteem,#15 in Personal Success,#158 in Personal Development & Self-Help",9,-1,0
Start with Why: How Great Leaders Inspire Everyone to Take Action (Int'l Edit.),Simon Sinek,4.5,3858.0,820.0,"Why are some people and organizations more innovative, more influential, and more profitable than others? Why do some command greater loyalty from customers and employees alike? Even among the successful, why are so few able to repeat their successes over and over? ",7 hours and 12 minutes,",#53 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Leadership,#3 in Business Motivation & Self-Improvement,#5 in Entrepreneurship (Audible Audiobooks & Originals)",432.0,"Start with Why: How Great Leaders Inspire Everyone to Take Action (Int'l Edit.) Simon Sinek Why are some people and organizations more innovative, more influential, and more profitable than others? Why do some command greater loyalty from customers and employees alike? Even among the successful, why are so few able to repeat their successes over and over?  ,#53 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Leadership,#3 in Business Motivation & Self-Improvement,#5 in Entrepreneurship (Audible Audiobooks & Originals)",4,-1,0
Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,4.7,6521.0,888.0,Brought to you by Penguin.,8 hours and 7 minutes,",#37 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Meetings & Presentations,#1 in Negotiating,#1 in Forecasting & Strategic Planning",487.0,"Never Split the Difference: Negotiating as if Your Life Depended on It Chris Voss Brought to you by Penguin. ,#37 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Meetings & Presentations,#1 in Negotiating,#1 in Forecasting & Strategic Planning",6,-1,0
Hyperfocus,Chris Bailey,4.5,157.0,323.0,"Our attention has never been as overwhelmed or in demand as it is today; we've never been so busy while accomplishing so little, and we've grown uncomfortable with boredom and a lack of stimulation and distraction.",6 hours and 39 minutes,",#31 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Time Management,#1 in Memory Improvement,#1 in Time Management & Productivity",399.0,"Hyperfocus Chris Bailey Our attention has never been as overwhelmed or in demand as it is today; we've never been so busy while accomplishing so little, and we've grown uncomfortable with boredom and a lack of stimulation and distraction. ,#31 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Time Management,#1 in Memory Improvement,#1 in Time Management & Productivity",4,-1,0
The Tatas: How a Family Built a Business and a Nation,Girish Kuber,4.4,53.0,668.0,Winner of the Gaja Capital Business Book Prize 2019,9 hours and 41 minutes,",#34 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Biographies of Business Leaders,#42 in Biographies & Autobiographies (Books)",581.0,"The Tatas: How a Family Built a Business and a Nation Girish Kuber Winner of the Gaja Capital Business Book Prize 2019 ,#34 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Biographies of Business Leaders,#42 in Biographies & Autobiographies (Books)",6,-1,0
Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,4.5,5339.0,1093.0,Brought to you by Penguin.,14 hours and 53 minutes,",#47 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Future Studies,#2 in Anthropology (Audible Audiobooks & Originals),#4 in History (Audible Audiobooks & Originals)",893.0,"Homo Deus: A Brief History of Tomorrow Yuval Noah Harari Brought to you by Penguin. ,#47 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Future Studies,#2 in Anthropology (Audible Audiobooks & Originals),#4 in History (Audible Audiobooks & Originals)",3,-1,0
Meri Gita,Devdutt Pattanaik,4.2,129.0,668.0,"In Meri Gita, acclaimed mythologist Devdutt Pattanaik demystifies The Bhagavad Gita for the contemporary listener. His unique approach - thematic rather than verse-by-verse - makes the ancient treatise eminently accessible.In a world that seems spellbound by argument over dialogue, vi-vaad over sam-vaad, Devdutt highlights how Krishna nudges Arjuna to understand rather than judge his relationships. This becomes relevant today when we are increasingly indulging and isolating the self (self-improvement, self-actualization, self-realization - even selfies!) We forget that we live in an ecosystem of others, where we can nourish each other with food, love and meaning, even when we fight. ",7 hours and 39 minutes,",#40 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Eastern Philosophy,#3 in Hinduism (Audible Audiobooks & Originals),#3 in Christianity (Books)",459.0,"Meri Gita Devdutt Pattanaik In Meri Gita, acclaimed mythologist Devdutt Pattanaik demystifies The Bhagavad Gita for the contemporary listener. His unique approach - thematic rather than verse-by-verse - makes the ancient treatise eminently accessible.In a world that seems spellbound by argument over dialogue, vi-vaad over sam-vaad, Devdutt highlights how Krishna nudges Arjuna to understand rather than judge his relationships. This becomes relevant today when we are increasingly indulging and isolating the self (self-improvement, self-actualization, self-realization - even selfies!) We forget that we live in an ecosystem of others, where we can nourish each other with food, love and meaning, even when we fight.  ,#40 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Eastern Philosophy,#3 in Hinduism (Audible Audiobooks & Originals),#3 in Christianity (Books)",3,-1,0
A Space of Her Own: Personal Narratives of Twelve Women,Leela Gulati,3.4,9.0,0.0,"Focusing on relationships between women of different generations in India, this book is comprised of narratives demonstrating how each contributor established her own personhood through engagement with a wider kin group.",11 hours and 11 minutes,",#4 Free in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Women Biographies,#1 in Women's Studies,#1 in Sociology (Audible Audiobooks & Originals)",671.0,"A Space of Her Own: Personal Narratives of Twelve Women Leela Gulati Focusing on relationships between women of different generations in India, this book is comprised of narratives demonstrating how each contributor established her own personhood through engagement with a wider kin group. ,#4 Free in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Women Biographies,#1 in Women's Studies,#1 in Sociology (Audible Audiobooks & Originals)",6,-1,0
No Rules Rules: Netflix and the Culture of Reinvention,Reed Hastings,4.1,12.0,888.0,"Hard work is irrelevant. Be radically honest. Adequate performance gets a generous severance. And never, ever try to please your boss. These are some of the ground rules if you work at Netflix. They are part of a unique cultural experiment that explains how the company has transformed itself at lightning speed from a DVD mail-order service into a streaming superpower - with 125 million fervent subscribers and a market capitalisation bigger than Disney.",9 hours and 42 minutes,",#27 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Workplace Culture,#3 in Entrepreneurship (Audible Audiobooks & Originals),#38 in Analysis & Strategy",582.0,"No Rules Rules: Netflix and the Culture of Reinvention Reed Hastings Hard work is irrelevant. Be radically honest. Adequate performance gets a generous severance. And never, ever try to please your boss. These are some of the ground rules if you work at Netflix. They are part of a unique cultural experiment that explains how the company has transformed itself at lightning speed from a DVD mail-order service into a streaming superpower - with 125 million fervent subscribers and a market capitalisation bigger than Disney. ,#27 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Workplace Culture,#3 in Entrepreneurship (Audible Audiobooks & Originals),#38 in Analysis & Strategy",4,-1,0
Think and Grow Rich,Napoleon Hill,4.5,22448.0,166.0,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",10 hours and 15 minutes,",#38 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Economics (Audible Audiobooks & Originals),#2 in Business Motivation & Self-Improvement,#10 in Economics Books",615.0,"Think and Grow Rich Napoleon Hill 
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
 ,#38 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Economics (Audible Audiobooks & Originals),#2 in Business Motivation & Self-Improvement,#10 in Economics Books",7,-1,7
